OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName,_congener_key,_variant_used,_source_query
DRBC,Delaware River Basin Commission,DRBC-P9:80608:1258:355-46-4,2008-08-06,12:58:00,EST,DRBC-P9,STORET-872441415,,,,Perfluorohexanesulfonic acid,,3.17,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,No EPA Equivalent,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P9%3A80608%3A1258%3A355-46-4/results/872441415/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
DRBC,Delaware River Basin Commission,DRBC-P4a:80608:1047:355-46-4,2008-08-06,10:47:00,EST,DRBC-P4a,STORET-872441395,,,,Perfluorohexanesulfonic acid,,3.55,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,No EPA Equivalent,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P4a%3A80608%3A1047%3A355-46-4/results/872441395/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
DRBC,Delaware River Basin Commission,DRBC-P16:80608:1540:355-46-4,2008-08-06,15:40:00,EST,DRBC-P16,STORET-872467655,,Not Detected,,Perfluorohexanesulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,No EPA Equivalent,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P16%3A80608%3A1540%3A355-46-4/results/872467655/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
DRBC,Delaware River Basin Commission,DRBC-P16:80608:830:355-46-4,2008-08-06,08:30:00,EST,DRBC-P16,STORET-872467664,,Not Detected,,Perfluorohexanesulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,No EPA Equivalent,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P16%3A80608%3A830%3A355-46-4/results/872467664/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
DRBC,Delaware River Basin Commission,DRBC-P1:80608:844:355-46-4,2008-08-06,08:44:00,EST,DRBC-P1,STORET-872441375,,,,Perfluorohexanesulfonic acid,,2.12,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,No EPA Equivalent,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P1%3A80608%3A844%3A355-46-4/results/872441375/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
DRBC,Delaware River Basin Commission,DRBC-P4a:102209:838:355-46-4,2009-10-22,08:38:00,EST,DRBC-P4a,STORET-872441427,,,,Perfluorohexanesulfonic acid,,2.74,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,No EPA Equivalent,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P4a%3A102209%3A838%3A355-46-4/results/872441427/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
DRBC,Delaware River Basin Commission,DRBC-P7a:102209:916:355-46-4,2009-10-22,09:16:00,EST,DRBC-P7a,STORET-872441456,,,,Perfluorohexanesulfonic acid,,3.62,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,No EPA Equivalent,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P7a%3A102209%3A916%3A355-46-4/results/872441456/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
DRBC,Delaware River Basin Commission,DRBC-P16:102209:720:355-46-4,2009-10-22,07:20:00,EST,DRBC-P16,STORET-872467683,,Not Detected,,Perfluorohexanesulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,No EPA Equivalent,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P16%3A102209%3A720%3A355-46-4/results/872467683/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
DRBC,Delaware River Basin Commission,DRBC-P12:102209:1020:355-46-4,2009-10-22,10:20:00,EST,DRBC-P12,STORET-872441440,,,,Perfluorohexanesulfonic acid,,2.89,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,No EPA Equivalent,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P12%3A102209%3A1020%3A355-46-4/results/872441440/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
DRBC,Delaware River Basin Commission,DRBC-P16:102209:1110:355-46-4,2009-10-22,11:10:00,EST,DRBC-P16,STORET-872467673,,Not Detected,,Perfluorohexanesulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,No EPA Equivalent,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P16%3A102209%3A1110%3A355-46-4/results/872467673/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
DRBC,Delaware River Basin Commission,DRBC-P9:102209:940:355-46-4,2009-10-22,09:40:00,EST,DRBC-P9,STORET-872441464,,,,Perfluorohexanesulfonic acid,,3.05,ng/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,No EPA Equivalent,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P9%3A102209%3A940%3A355-46-4/results/872441464/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
DRBC,Delaware River Basin Commission,DRBC-P1:102209:740:355-46-4,2009-10-22,07:40:00,EST,DRBC-P1,STORET-872467666,,Not Detected,,Perfluorohexanesulfonic acid,,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-060,DRBC,SGS AXYS Method MLA-060,,No EPA Equivalent,,,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/DRBC/activities/DRBC-P1%3A102209%3A740%3A355-46-4/results/872467666/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
NJDEP_DSREH,"NJDEP Div of Science, Research and Env Health",NJDEP_DSREH-Great Egg Harbor River:20090221AQUEOUSSA,2009-02-21,,,NJDEP_DSREH-Great Egg Harbor River,STORET-1102009667,,,,Perfluorohexanesulfonic acid,,Not Detected,ng/L,U,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MLA-110 Rev 02,SGS_AXYS,SGS AXYS MLA-110 Rev 02,,,https://www.sgsaxys.com/sampling-analysis/pfas/,,,,,,,,,,,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101191-1,2010-11-29,12:44:00,PST,OREGONDEQ-11555-ORDEQ,STORET-1055622484,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101191-1/results/1055622484/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101115-1,2010-11-15,10:40:00,PST,OREGONDEQ-20235-ORDEQ,STORET-1055611664,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101115-1/results/1055611664/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100721-1,2010-08-09,07:00:00,PST,OREGONDEQ-19746-ORDEQ,STORET-1008882742,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100721-1/results/1008882742/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100749-1,2010-08-09,08:57:00,PST,OREGONDEQ-20136-ORDEQ,STORET-775874254,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100749-1/results/775874254/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101118-1,2010-11-15,13:30:00,PST,OREGONDEQ-11824-ORDEQ,STORET-1055613076,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101118-1/results/1055613076/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101049-1,2010-11-01,10:35:00,PST,OREGONDEQ-19724-ORDEQ,STORET-1055606981,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101049-1/results/1055606981/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100745-1,2010-08-09,10:23:00,PST,OREGONDEQ-19724-ORDEQ,STORET-775874174,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100745-1/results/775874174/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100672-1,2010-07-26,09:30:00,PST,OREGONDEQ-10578-ORDEQ,STORET-846696658,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100672-1/results/846696658/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100677-1,2010-07-26,10:26:00,PST,OREGONDEQ-10086-ORDEQ,STORET-1055596358,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100677-1/results/1055596358/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100748-1,2010-08-09,09:00:00,PST,OREGONDEQ-11541-ORDEQ,STORET-775874236,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100748-1/results/775874236/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100731-2,2010-08-09,10:50:00,PST,OREGONDEQ-20158-ORDEQ,STORET-1055599690,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100731-2/results/1055599690/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100735-1,2010-08-09,10:30:00,PST,OREGONDEQ-11543-ORDEQ,STORET-775874032,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100735-1/results/775874032/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100724-1,2010-08-09,09:55:00,PST,OREGONDEQ-20068-ORDEQ,STORET-1008883585,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100724-1/results/1008883585/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100737-1,2010-08-09,08:30:00,PST,OREGONDEQ-19790-ORDEQ,STORET-775874068,,,,Perfluorohexanesulfonic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100737-1/results/775874068/resdetectqntlmts,,,,,,STORET,PFHxS,Perfluorohexanesulfonic acid,national
