OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName,_congener_key,_variant_used,_source_query
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-699638.0612141355.000S,2006-12-14,13:55:00,CST,MNPCA_AGW-699638,STORET-705606509,,,,Perfluoroheptanoic acid,Non-volatile,6.94,ng/L,,Final,,Actual,,,,,,,,,,Lab sample ID = L9572-3 -1; Extraction date 12/21/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-12-22,0001-01-01 20:35:00,PST,,,,,,,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-27-0031-00-100.0611151233.007S,2006-11-15,12:33:00,CST,MNPCA-27-0031-00-100,STORET-449635188,,,,Perfluoroheptanoic acid,Non-volatile,3.3,ng/L,,Final,,Actual,,,,,,,,,,Lab sample ID = L9508-7  (A); Extraction date 11/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-12-04,0001-01-01 10:59:00,PST,,,,,,,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-16-0634-00-100.0611061030.004S,2006-11-06,10:30:00,CST,MNPCA-16-0634-00-100,STORET-449635002,,Not Detected,,Perfluoroheptanoic acid,Non-volatile,,,,Final,,Actual,,,,,,,,,,Lab sample ID = L9483-4; Extraction date 11/21/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-11-22,0001-01-01 05:15:00,PST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA/activities/MNPCA-16-0634-00-100.0611061030.004S/results/449635002/resdetectqntlmts,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-269197.0612141445.000S,2006-12-14,14:45:00,CST,MNPCA_AGW-269197,STORET-705598905,,Not Detected,,Perfluoroheptanoic acid,Non-volatile,,,,Final,,Actual,,,,,,,,,,Lab sample ID = L9572-4 -1; Extraction date 12/21/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-12-22,0001-01-01 20:49:00,PST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA_AGW/activities/MNPCA_AGW-269197.0612141445.000S/results/705598905/resdetectqntlmts,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-464278.0612141102.000S,2006-12-14,11:02:00,CST,MNPCA_AGW-464278,STORET-705594198,,Not Detected,,Perfluoroheptanoic acid,Non-volatile,,,,Final,,Actual,,,,,,,,,,Lab sample ID = L9572-1 -1; Extraction date 12/21/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-12-22,0001-01-01 19:52:00,PST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA_AGW/activities/MNPCA_AGW-464278.0612141102.000S/results/705594198/resdetectqntlmts,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-73-0092-00-100.0611081200.003S,2006-11-08,12:00:00,CST,MNPCA-73-0092-00-100,STORET-449643105,,Not Detected,,Perfluoroheptanoic acid,Non-volatile,,,,Final,,Actual,,,,,,,,,,Lab sample ID = L9494-3  (A); Extraction date 11/21/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-11-22,0001-01-01 05:58:00,PST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA/activities/MNPCA-73-0092-00-100.0611081200.003S/results/449643105/resdetectqntlmts,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-269211.0611011303.000S,2006-11-01,13:03:00,CST,MNPCA_AGW-269211,STORET-705589932,,,,Perfluoroheptanoic acid,Non-volatile,2.25,ng/L,,Final,,Actual,,,,,,,,,,Lab sample ID = L9470-8 -1; Extraction date 11/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-11-11,0001-01-01 08:16:00,PST,,,,,,,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-464278.0611011216.000S,2006-11-01,12:16:00,CST,MNPCA_AGW-464278,STORET-705594186,,Not Detected,,Perfluoroheptanoic acid,Non-volatile,,,,Final,,Actual,,,,,,,,,,Lab sample ID = L9470-7 -1; Extraction date 11/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-11-11,0001-01-01 08:02:00,PST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA_AGW/activities/MNPCA_AGW-464278.0611011216.000S/results/705594186/resdetectqntlmts,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-31-0570-00-100.0611090930.008S,2006-11-09,09:30:00,CST,MNPCA-31-0570-00-100,STORET-449639900,,Not Detected,,Perfluoroheptanoic acid,Non-volatile,,,,Final,,Actual,,,,,,,,,,Lab sample ID = L9494-8; Extraction date 11/21/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-11-22,0001-01-01 07:09:00,PST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA/activities/MNPCA-31-0570-00-100.0611090930.008S/results/449639900/resdetectqntlmts,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-658860.0611091200.000SR1,2006-11-09,12:00:00,CST,MNPCA_AGW-658860,STORET-705821897,,Not Detected,,Perfluoroheptanoic acid,Non-volatile,,,,Final,,Actual,,,,,,,,,,Lab sample ID = L9494-10; Extraction date 11/21/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-11-22,0001-01-01 07:38:00,PST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA_AGW/activities/MNPCA_AGW-658860.0611091200.000SR1/results/705821897/resdetectqntlmts,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S001-238.0611091020.005S,2006-11-09,10:20:00,CST,MNPCA-S001-238,STORET-449619149,,,,Perfluoroheptanoic acid,Non-volatile,4.76,ng/L,,Final,,Actual,,,,,,,,,,Lab sample ID = L9508-5; Extraction date 11/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-12-04,0001-01-01 10:30:00,PST,,,,,,,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-517606.0611011124.000S,2006-11-01,11:24:00,CST,MNPCA_AGW-517606,STORET-705670710,,,,Perfluoroheptanoic acid,Non-volatile,2.16,ng/L,,Final,,Actual,,,,,,,,,,Lab sample ID = L9470-6 -1; Extraction date 11/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-11-11,0001-01-01 07:48:00,PST,,,,,,,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-588391.0611161030.000S,2006-11-16,10:30:00,CST,MNPCA_AGW-588391,STORET-705706971,,Not Detected,,Perfluoroheptanoic acid,Non-volatile,,,,Final,,Actual,,,,,,,,,,Lab sample ID = L9503-3; Extraction date 11/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-12-04,0001-01-01 06:41:00,PST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA_AGW/activities/MNPCA_AGW-588391.0611161030.000S/results/705706971/resdetectqntlmts,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S005-455.0611081450.003S,2006-11-08,14:50:00,CST,MNPCA-S005-455,STORET-449614964,,Not Detected,,Perfluoroheptanoic acid,Non-volatile,,,,Final,,Actual,,,,,,,,,,Lab sample ID = L9508-3; Extraction date 11/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-12-04,0001-01-01 10:02:00,PST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA/activities/MNPCA-S005-455.0611081450.003S/results/449614964/resdetectqntlmts,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-548017.0612181000.000SR1,2006-12-18,10:00:00,CST,MNPCA_AGW-548017,STORET-705606198,,,,Perfluoroheptanoic acid,Non-volatile,6.82,ng/L,,Final,,Actual,,,,,,,,,,Lab sample ID = L9572-6 -1 (A); Extraction date 12/21/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-12-22,0001-01-01 21:18:00,PST,,,,,,,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-73-0092-00-100.0611081200.002S,2006-11-08,12:00:00,CST,MNPCA-73-0092-00-100,STORET-449643093,,,,Perfluoroheptanoic acid,Non-volatile,1.34,ng/L,,Final,,Actual,,,,,,,,,,Lab sample ID = L9494-2; Extraction date 11/21/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-11-22,0001-01-01 05:43:00,PST,,,,,,,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-699638.0611010905.000S,2006-11-01,09:05:00,CST,MNPCA_AGW-699638,STORET-705606494,,,,Perfluoroheptanoic acid,Non-volatile,8.37,ng/L,,Final,,Actual,,,,,,,,,,Lab sample ID = L9470-2 -1; Extraction date 11/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-11-11,0001-01-01 07:05:00,PST,,,,,,,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-495235.0611081725.000S,2006-11-08,17:25:00,CST,MNPCA_AGW-495235,STORET-705610515,,,,Perfluoroheptanoic acid,Non-volatile,1.4,ng/L,,Final,,Actual,,,,,,,,,,Lab sample ID = L9494-7; Extraction date 11/21/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-11-22,0001-01-01 06:55:00,PST,,,,,,,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-591785.0611161315.000S,2006-11-16,13:15:00,CST,MNPCA_AGW-591785,STORET-705619179,,Not Detected,,Perfluoroheptanoic acid,Non-volatile,,,,Final,,Actual,,,,,,,,,,Lab sample ID = L9503-4; Extraction date 11/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-12-04,0001-01-01 06:56:00,PST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA_AGW/activities/MNPCA_AGW-591785.0611161315.000S/results/705619179/resdetectqntlmts,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-269197.0611010824.000S,2006-11-01,08:24:00,CST,MNPCA_AGW-269197,STORET-705598891,,,,Perfluoroheptanoic acid,Non-volatile,1.58,ng/L,,Final,,Actual,,,,,,,,,,Lab sample ID = L9470-1 -1; Extraction date 11/10/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-11-11,0001-01-01 06:50:00,PST,,,,,,,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-27-0031-00-100.0611151235.008S,2006-11-15,12:35:00,CST,MNPCA-27-0031-00-100,STORET-449635201,,,,Perfluoroheptanoic acid,Non-volatile,3.72,ng/L,,Final,,Actual,,,,,,,,,,Lab sample ID = L9508-8; Extraction date 11/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-12-04,0001-01-01 11:27:00,PST,,,,,,,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA_AGW,Minnesota Pollution Control Agency - Ambient Groundwater,MNPCA_AGW-658860.0611091200.000S,2006-11-09,12:00:00,CST,MNPCA_AGW-658860,STORET-705820671,,Not Detected,,Perfluoroheptanoic acid,Non-volatile,,,,Final,,Actual,,,,,,,,,,Lab sample ID = L9494-9; Extraction date 11/21/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA_AGW,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-11-22,0001-01-01 07:23:00,PST,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/MNPCA_AGW/activities/MNPCA_AGW-658860.0611091200.000S/results/705820671/resdetectqntlmts,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S001-238.0611091025.006S,2006-11-09,10:25:00,CST,MNPCA-S001-238,STORET-449619162,,,,Perfluoroheptanoic acid,Non-volatile,3.3,ng/L,,Final,,Actual,,,,,,,,,,Lab sample ID = L9508-6; Extraction date 11/30/2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,AXYS PFCS,MNPCA,Perfluorinated Compounds (PFCs) by LC/MS/MS,,,,CN00003,2006-12-04,0001-01-01 10:45:00,PST,,,,,,,Y,,,,,STORET,PFHpA,Perfluoroheptanoic acid,national
