System Name,County,System PWS ID,SYS_SAMPLE_CODE,SYS_LOC_CODE,LOC_TYPE,Sample Date,LAB_SDG,GenX_ng_L,PFOA_ng_L,PFOS_ng_L,year,Source Water Type,Population,PFBS_ng_L,PFNA_ng_L,PFHxS_ng_L
WILLOW OAKS MHP,ROCKINGHAM,NC0279156,,,,8/24/2023,,ND,ND,ND,2023,Groundwater,135.0,ND,ND,ND
WINDSOR HEIGHTS MHP,GASTON,NC0136346,,,,10/24/2023,,ND,6.45,1.61,2023,Groundwater,178.0,5.19,ND,4.58
WINDY HILL MHP,GASTON,NC0136519,,,,10/3/2023,,ND,1.33,1.95,2023,Groundwater,58.0,1.42,ND,0.852
WINSTEAD MOBILE TERRACE,EDGECOMBE,NC0433120,,,,7/17/2023,,ND,7.88,8.94,2023,Groundwater,200.0,9.88,ND,1.6
WOOD`S MHP,ORANGE,NC0368138,,,,5/4/2023,,ND,4.79,6.38,2023,Groundwater,51.0,2.02,ND,2.39
WOODLAND MEADOWS,AVERY,NC0106124,,,,10/19/2023,,ND,ND,ND,2023,Groundwater,25.0,0.748,ND,ND
WOODLAND PARK,ORANGE,NC0368147,,,,6/6/2023,,ND,2.54,6.99,2023,Groundwater,41.0,2.13,ND,1.41
WOODLAWN SCHOOL,IREDELL,NC2049007,,,,7/25/2023,,ND,1.12,1.05,2023,Groundwater,225.0,1.25,ND,0.79
WOODS HALL MHP,CATAWBA,NC0118316,,,,10/4/2023,,ND,1.31,ND,2023,Groundwater,81.0,1.13,ND,0.724
WOODVILLE ACRES - (PARK A),SURRY,NC0286143,,,,10/24/2023,,ND,2.41,2.48,2023,Groundwater,46.0,1.3,ND,0.686
YARDLEY S/D,WAKE,NC4092171,,,,5/25/2023,,ND,ND,ND,2023,Groundwater,48.0,ND,ND,ND
YATES MILL ESTATES,WAKE,NC4092131,,,,5/16/2023,,ND,ND,ND,2023,Groundwater,140.0,ND,ND,ND
YMCA-BLUE RIDGE ASSEMBLY,BUNCOMBE,NC0111104,,,,8/1/2023,,ND,ND,ND,2023,Groundwater,200.0,ND,ND,ND
YOUNG LIFE CAROLINA POINT,TRANSYLVANIA,NC1088002,,,,9/12/2023,,ND,ND,ND,2023,Groundwater,25.0,ND,ND,ND
YOUNG LIFE WINDY GAP,BUNCOMBE,NC0111446,,,,8/10/2023,,ND,ND,ND,2023,Groundwater,450.0,ND,ND,ND
SOUTH TOE ELEM SCHOOL,YANCEY,NC0100488,,,,5/29/2024,,ND,3.94,4.47,2024,GW,119.0,3.48,ND,2.52
GLADE CREEK ELEM SCHOOL,ALLEGHAN,NC0103437,,,,5/23/2024,,ND,ND,ND,2024,GW,350.0,ND,ND,ND
PINEY CREEK ELEM SCHOOL,ALLEGHAN,NC0103438,,,,5/23/2024,,ND,ND,ND,2024,GW,200.0,ND,ND,ND
PIONEER ECLIPSE CORPORATION,ALLEGHAN,NC0103481,,,,5/23/2024,,ND,5.33,ND,2024,GW,125.0,ND,ND,ND
PIONEER ECLIPSE CORPORATION,ALLEGHAN,NC0103481,,,,5/23/2024,,ND,4.99,ND,2024,GW,125.0,ND,ND,ND
UNITED CHEMI-CON,ASHE,NC0105441,,,,6/18/2024,,ND,ND,ND,2024,GW,130.0,ND,ND,ND
DOT-SMETHPORT MAINT YARD,ASHE,NC0105500,,,,6/18/2024,,ND,ND,ND,2024,GW,31.0,ND,ND,ND
DOT-SMETHPORT MAINT YARD,ASHE,NC0105500,,,,6/18/2024,,ND,ND,ND,2024,GW,31.0,ND,ND,ND
RIVERSIDE ELEM SCHOOL,AVERY,NC0106478,,,,4/4/2024,,ND,ND,ND,2024,GW,150.0,ND,ND,ND
SHOPS OF TYNECASTLE,AVERY,NC0106512,,,,4/4/2024,,ND,0.791,1.16,2024,GW,45.0,1.69,ND,ND
BILTMORE ESTATES,BUNCOMB,NC0111103,,,,4/3/2024,,ND,ND,ND,2024,SWP,857.0,ND,ND,ND
LEICESTER ELEM SCHOOL,BUNCOMB,NC0111401,,,,4/4/2024,,ND,1.18,ND,2024,GW,679.0,1.24,ND,0.674
OHIO ELECTRIC MOTORS,BUNCOMB,NC0111460,,,,4/3/2024,,ND,ND,ND,2024,GW,62.0,ND,ND,ND
BARNARDSVILLE ELEM SCHOOL,BUNCOMB,NC0111472,,,,4/4/2024,,ND,ND,1.07,2024,GW,460.0,ND,ND,0.931
TRAVEL CENTERS OF AMERICA,BUNCOMB,NC0111503,,,,4/3/2024,,ND,2.76,4.19,2024,GW,63.0,1.68,ND,1.95
SILVER MAPLES ESTATES MHP,CABARRUS,NC0113168,,,,5/15/2024,,ND,3.27,7.94,2024,GW,463.0,6.39,ND,7.39
WHITEHURST MHP,CABARRUS,NC0113216,,,,5/20/2024,,ND,2.35,6.65,2024,GW,688.0,7.08,ND,2.89
LAKE NORMAN MARINA INC,CATAWBA,NC0118613,,,,5/14/2024,,ND,ND,ND,2024,GW,39.0,ND,ND,ND
DUKE ENERGY-MARSHALL STEAM STATI,CATAWBA,NC0118676,,,,5/14/2024,,ND,ND,ND,2024,GW,150.0,ND,ND,ND
HONEY`S SUPERMARKET,CATAWBA,NC0118716,,,,5/14/2024,,ND,ND,ND,2024,GW,42.0,ND,ND,ND
RANGER ELEM SCHOOL,CHEROKEE,NC0120402,,,,5/14/2024,,ND,1.47,2.93,2024,GW,350.0,ND,ND,ND
HIWASSEE DAM SCHOOL,CHEROKEE,NC0120403,,,,5/14/2024,,ND,ND,ND,2024,GW,300.0,ND,ND,ND
DOT-CHEROKEE CO EQUIP SHOP,CHEROKEE,NC0120448,,,,5/14/2024,,ND,1.43,0.838,2024,GW,45.0,ND,ND,ND
MARTINS CREEK ELEM SCHOOL,CHEROKEE,NC0120456,,,,5/14/2024,,ND,ND,ND,2024,GW,165.0,ND,ND,ND
CHAPEL GROVE ELEM SCHOOL,GASTON,NC0136534,,,,5/9/2024,,ND,0.877,ND,2024,GW,511.0,1.62,ND,0.707
TRYON ELEMENTARY SCHOOL,GASTON,NC0136550,,,,5/9/2024,,ND,ND,ND,2024,GW,464.0,ND,ND,ND
TRYON ELEMENTARY SCHOOL,GASTON,NC0136550,,,,8/28/2024,,ND,ND,ND,2024,GW,464.0,ND,ND,ND
RAMSEY PRODUCTS INC,GASTON,NC0136553,,,,5/2/2024,,ND,5.74,4.28,2024,GW,80.0,1.55,ND,3.83
JOHN E JENKINS INC,GASTON,NC0136557,,,,5/2/2024,,ND,ND,ND,2024,GW,80.0,ND,ND,ND
DANIEL STOWE BOTANICAL GARDEN,GASTON,NC0136944,,,,5/2/2024,,ND,ND,ND,2024,GW,250.0,ND,ND,ND
HURRICANE RIDGE,HAYWOOD,NC0144131,,,,4/16/2024,,ND,ND,ND,2024,GW,89.0,ND,ND,ND
BETHEL MIDDLE SCHOOL,HAYWOOD,NC0144418,,,,4/4/2024,,ND,9.08,8.04,2024,GW,230.0,1.46,ND,3.25
BETHEL MIDDLE SCHOOL,HAYWOOD,NC0144418,,,,9/24/2024,,ND,14.1,12,2024,GW,230.0,2.08,ND,4.56
BETHEL MIDDLE SCHOOL,HAYWOOD,NC0144418,,,,9/24/2024,,ND,1.8,1.17,2024,GW,230.0,1.43,ND,3.56
SHEPHERD SCHOOL,IREDELL,NC0149506,,,,4/11/2024,,ND,2.11,2.61,2024,GW,574.0,1.01,ND,0.773
SHEPHERD SCHOOL,IREDELL,NC0149506,,,,4/11/2024,,ND,2.12,2.68,2024,GW,574.0,1.04,ND,0.753
WILLIAMS GAS PIPELINE-TRANCSO,IREDELL,NC0149509,,,,4/23/2024,,ND,2.61,2.79,2024,GW,25.0,0.656,ND,ND
BIG DADDY`S RESTAURANT,IREDELL,NC0149511,,,,4/23/2024,,ND,8.64,ND,2024,GW,55.0,1.59,ND,1.33
BUILDERS FIRST CHOICE,IREDELL,NC0149584,,,,4/23/2024,,ND,5.66,ND,2024,GW,30.0,ND,ND,ND
WHITESIDE ESTATES,JACKSON,NC0150128,,,,4/3/2024,,ND,ND,ND,2024,GW,51.0,ND,ND,ND
CASHIERS WATER WORKS,JACKSON,NC0150180,,,,4/3/2024,,ND,ND,1.02,2024,GW,406.0,ND,0.884,ND
BLUE RIDGE SCHOOL,JACKSON,NC0150461,,,,4/23/2024,,ND,ND,ND,2024,GW,350.0,0.6,ND,ND
BLUE RIDGE SCHOOL,JACKSON,NC0150461,,,,4/23/2024,,ND,ND,ND,2024,GW,350.0,0.677,ND,ND
MOUNTAIN SHOPS,JACKSON,NC0150497,,,,4/23/2024,,ND,ND,ND,2024,GW,36.0,1.31,ND,ND
LAUREL TERRACE,JACKSON,NC0150515,,,,4/23/2024,,ND,ND,ND,2024,GW,40.0,ND,ND,ND
CHESTNUT SQUARE,JACKSON,NC0150516,,,,4/23/2024,,ND,2.84,6.27,2024,GW,50.0,1.42,ND,ND
COATS AMERICAN,MCDOWEL,NC0156101,,,,6/27/2024,,ND,ND,1.01,2024,GW,290.0,6.65,ND,ND
LAMPLIGHTER MHP,MCDOWEL,NC0156113,,,,6/18/2024,,ND,1.14,ND,2024,GW,32.0,2,ND,0.647
WEST MARION ELEM SCHOOL,MCDOWEL,NC0156436,,,,3/12/2024,,ND,ND,ND,2024,GW,449.0,ND,ND,ND
COLUMBIA CAROLINA DIVISION,MCDOWEL,NC0156532,,,,3/12/2024,,ND,ND,2.37,2024,GW,300.0,ND,ND,0.749
IOTLA ELEM SCHOOL,MACON,NC0157420,,,,6/5/2024,,ND,ND,ND,2024,GW,400.0,ND,ND,ND
NANTAHALA SCHOOL,MACON,NC0157427,,,,6/5/2024,,ND,ND,1.02,2024,GW,112.0,ND,ND,1.04
LBJ JOB CORPS,MACON,NC0157428,,,,6/5/2024,,ND,ND,ND,2024,GW,270.0,ND,ND,ND
FAIRVIEW WATER ASSOC,MADISON,NC0158025,,,,6/19/2024,,ND,ND,ND,2024,GW,59.0,ND,ND,ND
MADISON MIDDLE SCHOOL,MADISON,NC0158447,,,,4/3/2024,,ND,ND,ND,2024,GW,1231.0,ND,ND,ND
FRENCH BROAD ELECTRIC CORP,MADISON,NC0158450,,,,6/19/2024,,ND,ND,ND,2024,GW,67.0,ND,ND,ND
WESTWOOD MHP,MECKLENB,NC0160196,,,,5/1/2024,,ND,1.95,ND,2024,GW,56.0,5.49,ND,1.52
BERRYHILL ELEM SCHOOL,MECKLENB,NC0160605,,,,5/1/2024,,ND,2.79,1.54,2024,GW,522.0,1.58,ND,1.8
BERRYHILL ELEM SCHOOL,MECKLENB,NC0160605,,,,5/1/2024,,ND,2.81,1.51,2024,GW,522.0,1.6,ND,1.67
SIBELCO NORTH AMERICA-RED HILL PLA,MITCHELL,NC0161428,,,,5/29/2024,,ND,ND,ND,2024,GW,97.0,ND,ND,ND
PAVILLON INTERNATIONAL,POLK,NC0175490,,,,5/8/2024,,ND,0.841,ND,2024,GW,99.0,ND,ND,ND
OLD CAROLINA BRICK,ROWAN,NC0180481,,,,5/16/2024,,ND,ND,ND,2024,GW,50.0,ND,ND,ND
BOSTIAN ELEM SCHOOL,ROWAN,NC0180649,,,,4/25/2024,,ND,1.57,1.6,2024,GW,391.0,0.747,ND,0.847
KNOLLWOOD ELEM SCHOOL,ROWAN,NC0180654,,,,4/25/2024,,ND,ND,ND,2024,GW,750.0,ND,ND,ND
MORGAN ELEMENTARY SCHOOL,ROWAN,NC0180655,,,,4/25/2024,,ND,1.05,ND,2024,GW,539.0,ND,ND,0.617
MORGAN ELEMENTARY SCHOOL,ROWAN,NC0180655,,,,4/25/2024,,ND,1.04,ND,2024,GW,539.0,ND,ND,0.618
MT ULLA ELEM SCHOOL,ROWAN,NC0180656,,,,4/25/2024,,ND,ND,ND,2024,GW,370.0,ND,ND,ND
MCKENZIE SPORTS PRODUCTS,ROWAN,NC0180760,,,,5/16/2024,,ND,ND,ND,2024,GW,198.0,ND,ND,ND
CHIMNEY ROCK VILLAGE,RUTHERF,NC0181107,,,,5/8/2024,,ND,ND,ND,2024,GW,71.0,ND,ND,ND
EAST SWAIN ELEM SCHOOL,SWAIN,NC0187598,,,,4/10/2024,,ND,ND,ND,2024,GW,460.0,ND,ND,ND
WEST SWAIN ELEM SCHOOL,SWAIN,NC0187599,,,,4/10/2024,,ND,2.02,ND,2024,GW,450.0,3.89,ND,0.832
MITCHELL-BISSELL CORP,TRANSYLV,NC0188500,,,,5/1/2024,,ND,ND,ND,2024,GW,96.0,ND,ND,ND
T C HENDERSON ELEM SCHOOL,TRANSYLV,NC0188524,,,,5/1/2024,,ND,ND,ND,2024,GW,153.0,ND,ND,ND
MOUNT PISGAH,TRANSYLV,NC0188538,,,,4/30/2024,,ND,1.7,2.16,2024,GW,150.0,ND,ND,ND
GAIA HERBS,TRANSYLV,NC0188560,,,,5/1/2024,,ND,ND,ND,2024,GW,98.0,ND,ND,ND
"JAARS, INC",UNION,NC0190127,,,,5/15/2024,,ND,ND,2.63,2024,GW,790.0,ND,ND,ND
PARKWAY ELEM SCHOOL,WATAUGA,NC0195418,,,,4/23/2024,,ND,1.27,ND,2024,GW,700.0,0.892,ND,ND
GREEN VALLEY ELEM SCHOOL,WATAUGA,NC0195419,,,,4/23/2024,,ND,ND,ND,2024,GW,320.0,ND,ND,ND
BETHEL ELEMENTARY SCHOOL,WATAUGA,NC0195421,,,,4/23/2024,,ND,ND,ND,2024,GW,210.0,ND,ND,ND
VALLE CRUCIS ELEM SCHOOL,WATAUGA,NC0195422,,,,4/23/2024,,ND,1.79,2.97,2024,GW,410.0,1.09,ND,0.93
COVE CREEK PRESERVATION & DEV,WATAUGA,NC0195424,,,,6/20/2024,,ND,ND,ND,2024,GW,65.0,ND,ND,ND
COVE CREEK PRESERVATION & DEV,WATAUGA,NC0195424,,,,6/20/2024,,ND,ND,ND,2024,GW,65.0,ND,ND,ND
DOT-BOONE MAINT YARD,WATAUGA,NC0195498,,,,6/18/2024,,ND,ND,ND,2024,GW,38.0,ND,ND,ND
DOT-BOONE MAINT YARD,WATAUGA,NC0195498,,,,6/18/2024,,ND,ND,ND,2024,GW,38.0,ND,ND,ND
MABEL ELEM SCHOOL,WATAUGA,NC0195521,,,,4/23/2024,,ND,6.91,2.85,2024,GW,200.0,1.31,0.796,1.2
MABEL ELEM SCHOOL,WATAUGA,NC0195521,,,,8/20/2024,,ND,ND,ND,2024,GW,200.0,ND,ND,ND
COVE CREEK ELEMENTARY SCHOOL,WATAUGA,NC0195530,,,,4/23/2024,,ND,ND,ND,2024,GW,347.0,ND,ND,ND
MAST GENERAL STORE-WAREHOUSE,WATAUGA,NC0195534,,,,5/21/2024,,ND,ND,ND,2024,GW,70.0,ND,ND,ND
RONDA-CLINGMAN ELEM SCHOOL,WILKES,NC0197401,,,,4/2/2024,,ND,ND,ND,2024,GW,300.0,0.768,ND,ND
TRAPHILL ELEM SCHOOL,WILKES,NC0197429,,,,4/2/2024,,ND,ND,0.852,2024,GW,75.0,3.39,ND,ND
BOOMER-FERGUSON ELEM SCHOOL,WILKES,NC0197452,,,,4/2/2024,,ND,ND,ND,2024,GW,175.0,ND,ND,ND
ALTAMAHAW-OSSIPEE ELEM SCHOOL,ALAMANCE,NC0201403,,,,3/21/2024,,ND,3.59,6.1,2024,GW,669.0,2.6,ND,1.45
B EVERETT JORDAN ELEM SCHOOL,ALAMANCE,NC0201409,,,,3/21/2024,,ND,9.53,4.47,2024,GW,425.0,2.06,ND,2.11
PLEASANT GROVE ELEMENTARY SCHOOL,ALAMANCE,NC0201486,,,,3/21/2024,,ND,16.5,18.2,2024,GW,324.0,1.39,3.25,1.63
SOUTHERN MIDDLE & HIGH SCHOOLS,ALAMANCE,NC0201513,,,,3/21/2024,,ND,ND,ND,2024,GW,2172.0,ND,ND,ND
UFP MID ATLANTIC LLC,ALAMANCE,NC0201520,,,,5/20/2024,,ND,1.25,0.971,2024,GW,210.0,ND,ND,ND
SYLVAN ELEMENTARY SCHOOL,ALAMANCE,NC0201525,,,,3/21/2024,,ND,1.02,ND,2024,GW,334.0,ND,ND,ND
NEW SOUTH INC--POND WELL,ALAMANCE,NC0201625,,,,4/16/2024,,ND,ND,ND,2024,GW,101.0,ND,ND,ND
EDWARDS WOOD PRODUCTS,ALAMANCE,NC0201629,,,,4/16/2024,,ND,1.31,ND,2024,GW,50.0,ND,ND,ND
ANDERSEN ENERGY INC,ALAMANCE,NC0201631,,,,4/16/2024,,ND,ND,ND,2024,GW,80.0,ND,ND,ND
ANDERSEN ENERGY INC,ALAMANCE,NC0201631,,,,4/16/2024,,ND,ND,ND,2024,GW,80.0,ND,ND,ND
STONEY CREEK ELEM SCHOOL,CASWELL,NC0217408,,,,4/16/2024,,ND,ND,ND,2024,GW,212.0,ND,ND,ND
SOUTH ELEMENTARY SCHOOL,CASWELL,NC0217414,,,,4/16/2024,,ND,5.56,6.06,2024,GW,354.0,0.707,ND,1.41
EDWARD BEST MIDDLE SCHOOL,FRANKLIN,NC0235515,,,,3/5/2024,,ND,ND,ND,2024,GW,600.0,ND,ND,ND
LAUREL MILL SCHOOL,FRANKLIN,NC0235516,,,,3/5/2024,,ND,9.48,6.28,2024,GW,340.0,0.91,0.665,2.75
DOT-OXFORD MAINT YARD,GRANVILL,NC0239462,,,,5/1/2024,,ND,ND,ND,2024,GW,60.0,ND,ND,ND
BROWN SUMMIT SCHOOL,GUILFORD,NC0241410,,,,3/12/2024,,ND,3.09,1.38,2024,GW,263.0,2.23,ND,3.47
SUMNER ELEM SCHOOL,GUILFORD,NC0241525,,,,3/14/2024,,ND,1.21,2.31,2024,GW,591.0,0.684,ND,1.09
SUMMERFIELD ELEM SCHOOL,GUILFORD,NC0241527,,,,3/12/2024,,ND,2.22,2.75,2024,GW,636.0,13.7,ND,38.7
SOUTHERN HIGH SCHOOL,GUILFORD,NC0241529,,,,3/14/2024,,ND,ND,0.823,2024,GW,1034.0,ND,ND,ND
PLEASANT GARDEN SCHOOL,GUILFORD,NC0241533,,,,3/14/2024,,ND,17.3,116,2024,GW,524.0,7.48,2.23,35.3
OAK RIDGE ELEM SCHOOL,GUILFORD,NC0241535,,,,3/12/2024,,ND,1.94,7.33,2024,GW,790.0,1.6,ND,5.48
NORTHEAST CONSOLIDATED SCHOOL,GUILFORD,NC0241537,,,,3/12/2024,,ND,3.82,4.76,2024,GW,2150.0,1.14,ND,1.23
NATHANIEL GREENE ELEM SCHOOL,GUILFORD,NC0241538,,,,3/12/2024,,ND,2.04,9.59,2024,GW,301.0,1.01,ND,0.958
MADISON ELEM SCHOOL,GUILFORD,NC0241611,,,,3/12/2024,,ND,ND,ND,2024,GW,215.0,ND,ND,ND
SOUTHERN PRIMARY SCHOOL,GUILFORD,NC0241615,,,,3/14/2024,,ND,ND,1.59,2024,GW,330.0,ND,ND,ND
SUMMERFIELD RENAISSANCE CENTER,GUILFORD,NC0241687,,,,4/30/2024,,ND,19.9,10.1,2024,GW,25.0,6.08,ND,21.3
OAK RIDGE FALLS REALTY,GUILFORD,NC0241695,,,,5/28/2024,,ND,8.54,101,2024,GW,30.0,11.1,ND,124
OAK LANE ELEM SCHOOL,PERSON,NC0273407,,,,5/20/2024,,ND,ND,ND,2024,GW,248.0,ND,ND,ND
WOODLAND ELEM SCHOOL,PERSON,NC0273431,,,,5/20/2024,,ND,4.25,1.24,2024,GW,300.0,1.58,ND,1.9
NORTHEND SCHOOL,PERSON,NC0273433,,,,5/20/2024,,ND,5.06,9.65,2024,GW,202.0,1.45,ND,2.32
BRAXTON CULLER,RANDOLP,NC0276435,,,,5/9/2024,,ND,ND,ND,2024,GW,124.0,ND,ND,ND
GRAPHIC PACKAGING INTL,RANDOLP,NC0276506,,,,5/9/2024,,ND,ND,ND,2024,GW,3.0,ND,ND,ND
SAPONA YARNS LLC,RANDOLP,NC0276550,,,,5/9/2024,,ND,1.35,7.34,2024,GW,175.0,1.64,ND,1.62
FARMER ELEMENTARY SCHOOL,RANDOLP,NC0276631,,,,6/11/2024,,ND,6.82,2.02,2024,GW,351.0,3.39,ND,3.1
FARMER ELEMENTARY SCHOOL,RANDOLP,NC0276631,,,,6/11/2024,,0.34,3690,2660,2024,GW,351.0,258,39.5,431
FARMER ELEMENTARY SCHOOL,RANDOLP,NC0276631,,,,6/11/2024,,0.194,761,563,2024,GW,351.0,157,22,232
FARMER ELEMENTARY SCHOOL,RANDOLP,NC0276631,,,,6/11/2024,,ND,848,575,2024,GW,351.0,152,21.1,238
FARMER ELEMENTARY SCHOOL,RANDOLP,NC0276631,,,,6/27/2024,,ND,935,576,2024,GW,351.0,179,23.8,286
FARMER ELEMENTARY SCHOOL,RANDOLP,NC0276631,,,,6/27/2024,,ND,8.12,2.22,2024,GW,351.0,4.27,ND,3.16
FARMER ELEMENTARY SCHOOL,RANDOLP,NC0276631,,,,6/27/2024,,0.303,1600,1120,2024,GW,351.0,319,42.5,595
WAYNE TRADEMARK,RANDOLP,NC0276637,,,,5/9/2024,,0.19,1430,1330,2024,GW,79.0,137,31,585
WAYNE TRADEMARK,RANDOLP,NC0276637,,,,6/11/2024,,ND,1350,1310,2024,GW,79.0,149,28.2,552
WAYNE TRADEMARK,RANDOLP,NC0276637,,,,6/11/2024,,0.245,1350,1310,2024,GW,79.0,144,30.7,499
NORTHEASTERN RANDOLPH MID SCH,RANDOLP,NC0276659,,,,6/27/2024,,ND,1.73,2.05,2024,GW,629.0,0.795,ND,0.64
NORTHEASTERN RANDOLPH MID SCH,RANDOLP,NC0276659,,,,6/27/2024,,ND,ND,ND,2024,GW,629.0,1.33,ND,ND
NORTHEASTERN RANDOLPH MID SCH,RANDOLP,NC0276659,,,,6/27/2024,,ND,1.19,1.4,2024,GW,629.0,0.98,ND,ND
LAWSONVILLE ELEM SCHOOL,STOKES,NC0285414,,,,3/19/2024,,ND,ND,ND,2024,GW,128.0,ND,ND,ND
GERMANTON ELEM SCHOOL,STOKES,NC0285415,,,,3/19/2024,,ND,ND,ND,2024,GW,165.0,ND,ND,ND
NANCY REYNOLDS ELEM SCHOOL,STOKES,NC0285420,,,,3/19/2024,,ND,ND,ND,2024,GW,150.0,ND,ND,ND
NORTH STOKES HIGH SCHOOL,STOKES,NC0285421,,,,3/19/2024,,ND,ND,ND,2024,GW,150.0,ND,ND,ND
PINE HALL ELEM SCHOOL,STOKES,NC0285428,,,,3/19/2024,,ND,2.72,5.02,2024,GW,1.0,0.696,ND,1.06
SOUTH STOKES HIGH SCHOOL,STOKES,NC0285429,,,,3/19/2024,,ND,1.29,0.871,2024,GW,200.0,3.95,ND,1.19
SANDY RIDGE ELEM SCHOOL,STOKES,NC0285430,,,,3/19/2024,,ND,ND,ND,2024,GW,215.0,ND,ND,1.4
BROOK COVE STEMMERY-RJREYNOLDS,STOKES,NC0285447,,,,4/30/2024,,ND,ND,ND,2024,GW,40.0,ND,ND,ND
WIELAND COPPER PRODUCTS LLC,STOKES,NC0285473,,,,4/30/2024,,ND,ND,3.34,2024,GW,226.0,3.86,ND,2.13
WIELAND COPPER PRODUCTS LLC,STOKES,NC0285473,,,,4/30/2024,,ND,ND,3.44,2024,GW,226.0,4.01,ND,2.05
PINEY GROVE MIDDLE SCHOOL,STOKES,NC0285556,,,,3/19/2024,,ND,ND,ND,2024,GW,130.0,ND,ND,ND
COPELAND ELEMENTARY SCHOOL,SURRY,NC0286418,,,,2/27/2024,,ND,ND,ND,2024,GW,329.0,ND,ND,ND
MOUNTAIN PARK ELEM SCHOOL,SURRY,NC0286473,,,,2/27/2024,,ND,0.89,ND,2024,GW,224.0,ND,ND,ND
SHOALS ELEM SCHOOL,SURRY,NC0286545,,,,2/27/2024,,ND,2.03,ND,2024,GW,296.0,0.971,ND,ND
WESTFIELD ELEM SCHOOL,SURRY,NC0286546,,,,2/27/2024,,ND,ND,ND,2024,GW,245.0,2.21,ND,ND
CEDAR RIDGE ELEM SCHOOL,SURRY,NC0286552,,,,2/27/2024,,ND,ND,ND,2024,GW,410.0,ND,ND,ND
FORBUSH HIGH SCHOOL,YADKIN,NC0299412,,,,4/11/2024,,ND,ND,ND,2024,GW,1447.0,ND,ND,ND
FALL CREEK ELEM SCHOOL,YADKIN,NC0299472,,,,4/11/2024,,ND,ND,ND,2024,GW,317.0,ND,ND,ND
THREE POINTS CENTER,CHATHAM,NC0319431,,,,4/8/2024,,ND,ND,ND,2024,GW,75.0,ND,ND,ND
BEAVER DAM ELEM SCHOOL,CUMBERLA,NC0326401,,,,3/12/2024,,ND,ND,ND,2024,GW,170.0,ND,ND,ND
GRAYS CREEK ELEM SCHOOL,CUMBERLA,NC0326627,,,,3/12/2024,,9.08,ND,ND,2024,GW,460.0,ND,ND,ND
ALDERMAN ROAD ELEMENTARY,CUMBERLA,NC0326810,,,,3/12/2024,,0.214,ND,ND,2024,GW,770.0,ND,ND,ND
ALDERMAN ROAD ELEMENTARY,CUMBERLA,NC0326810,,,,3/12/2024,,ND,ND,ND,2024,GW,770.0,ND,ND,ND
MANGUM ELEMENTARY SCHOOL,DURHAM,NC0332432,,,,2/29/2024,,ND,7.37,3.07,2024,GW,365.0,2.91,ND,1.85
MANGUM ELEMENTARY SCHOOL,DURHAM,NC0332432,,,,2/29/2024,,ND,8.38,3.31,2024,GW,365.0,2.83,ND,1.91
DOC-MCCAIN HOSPITAL,HOKE,NC0347108,,,,3/12/2024,,ND,ND,1,2024,GW,0.0,ND,ND,0.999
BIRCHWOOD MHP,ORANGE,NC0368105,,,,2/29/2024,,ND,2.57,2.29,2024,GW,312.0,1.32,ND,1.41
SMITHFIELD FRESH MEATS CORP - CLIN,SAMPSON,NC0382400,,,,3/12/2024,,ND,ND,ND,2024,GW,1680.0,ND,ND,ND
LAURINBURG-MAXTON AIRPORT,SCOTLAND,NC0383107,,,,3/18/2024,,ND,ND,1.24,2024,GW,1049.0,2.5,ND,0.682
LAURINBURG-MAXTON AIRPORT,SCOTLAND,NC0383107,,,,3/18/2024,,ND,ND,1.14,2024,GW,1049.0,2.53,ND,ND
ALL STAR MHP,WAKE,NC0392102,,,,4/4/2024,,ND,3.12,1.53,2024,GW,530.0,1.76,ND,2.9
70 EAST MOBILE ACRES,WAKE,NC0392107,,,,4/4/2024,,ND,ND,ND,2024,GW,140.0,ND,ND,ND
SOUTHSIDE MHP,WAKE,NC0392190,,,,4/4/2024,,ND,1.36,8.76,2024,GW,254.0,2,ND,7.4
SOUTHSIDE MHP,WAKE,NC0392190,,,,10/8/2024,,ND,0.921,0.833,2024,GW,254.0,1.46,ND,0.85
SOUTHSIDE MHP,WAKE,NC0392190,,,,10/8/2024,,ND,0.796,ND,2024,GW,254.0,ND,ND,0.891
MONKS COMMERCIAL PARK,WAKE,NC0392769,,,,4/8/2024,,ND,ND,ND,2024,GW,50.0,ND,ND,ND
FALLS ACADEMY,WAKE,NC0392978,,,,3/7/2024,,ND,1.42,ND,2024,GW,115.0,19.6,ND,1.14
PCS PHOSPHATE-MILL OFFICE,BEAUFORT,NC0407545,,,,4/18/2024,,ND,ND,ND,2024,GW,130.0,ND,ND,ND
PCS PHOSPHATE-MILL OFFICE,BEAUFORT,NC0407545,,,,4/18/2024,,ND,ND,ND,2024,GW,130.0,ND,ND,ND
PCS PHOSPHATE-MINE OFFICE,BEAUFORT,NC0407557,,,,4/18/2024,,ND,ND,ND,2024,GW,101.0,ND,ND,ND
PCS PHOSPHATE-CENTRAL MAINT,BEAUFORT,NC0407558,,,,4/18/2024,,ND,ND,ND,2024,GW,408.0,ND,ND,0.635
PCS PHOSPHATE-SPA/FERT,BEAUFORT,NC0407559,,,,4/18/2024,,ND,ND,ND,2024,GW,192.0,ND,ND,ND
PCS PHOSPHATE-PURCH/TECH SERV,BEAUFORT,NC0407560,,,,4/18/2024,,ND,ND,ND,2024,GW,136.0,ND,ND,ND
