OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName,_congener_key,_variant_used,_source_query
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100731-2,2010-08-09,10:50:00,PST,OREGONDEQ-20158-ORDEQ,STORET-1055599719,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100731-2/results/1055599719/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101112-1,2010-11-15,10:20:00,PST,OREGONDEQ-19944-ORDEQ,STORET-1055610259,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101112-1/results/1055610259/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100752-1,2010-08-09,10:45:00,PST,OREGONDEQ-10580-ORDEQ,STORET-1055601060,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100752-1/results/1055601060/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101180-1,2010-11-29,07:10:00,PST,OREGONDEQ-19746-ORDEQ,STORET-1055617789,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101180-1/results/1055617789/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101187-1,2010-11-29,09:00:00,PST,OREGONDEQ-11527-ORDEQ,STORET-1055620607,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101187-1/results/1055620607/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101184-1,2010-11-29,09:15:00,PST,OREGONDEQ-20277-ORDEQ,STORET-1055619197,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101184-1/results/1055619197/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101193-1,2010-11-29,13:45:00,PST,OREGONDEQ-20158-ORDEQ,STORET-1055623433,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101193-1/results/1055623433/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101186-1,2010-11-29,09:40:00,PST,OREGONDEQ-10579-ORDEQ,STORET-1055620113,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101186-1/results/1055620113/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100666-1,2010-07-26,10:03:00,PST,OREGONDEQ-19999-ORDEQ,STORET-1055593308,,,,Perfluoroundecanoic acid,,< 1.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100666-1/results/1055593308/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100728-1,2010-08-09,09:30:00,PST,OREGONDEQ-20277-ORDEQ,STORET-1055598377,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100728-1/results/1055598377/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101041-1,2010-11-01,08:55:00,PST,OREGONDEQ-11556-ORDEQ,STORET-1055603224,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101041-1/results/1055603224/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100721-1,2010-08-09,07:00:00,PST,OREGONDEQ-19746-ORDEQ,STORET-1008882749,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100721-1/results/1008882749/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100745-1,2010-08-09,10:23:00,PST,OREGONDEQ-19724-ORDEQ,STORET-775874181,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100745-1/results/775874181/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101120-1,2010-11-15,08:15:00,PST,OREGONDEQ-20248-ORDEQ,STORET-1055614025,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101120-1/results/1055614025/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101182-1,2010-11-29,08:50:00,PST,OREGONDEQ-11940-ORDEQ,STORET-1055618259,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101182-1/results/1055618259/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101183-1,2010-11-29,08:07:00,PST,OREGONDEQ-20081-ORDEQ,STORET-1055618727,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101183-1/results/1055618727/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101049-1,2010-11-01,10:35:00,PST,OREGONDEQ-19724-ORDEQ,STORET-1055606988,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101049-1/results/1055606988/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101191-1,2010-11-29,12:44:00,PST,OREGONDEQ-11555-ORDEQ,STORET-1055622491,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101191-1/results/1055622491/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101125-1,2010-11-15,07:20:00,PST,OREGONDEQ-10578-ORDEQ,STORET-1055616377,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101125-1/results/1055616377/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100676-1,2010-07-26,11:15:00,PST,OREGONDEQ-11824-ORDEQ,STORET-1055595881,,,,Perfluoroundecanoic acid,,< 1.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100676-1/results/1055595881/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100725-1,2010-08-09,08:25:00,PST,OREGONDEQ-20276-ORDEQ,STORET-1055597371,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100725-1/results/1055597371/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101122-1,2010-11-15,09:45:00,PST,OREGONDEQ-20089-ORDEQ,STORET-1055614965,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101122-1/results/1055614965/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100747-1,2010-08-09,11:05:00,PST,OREGONDEQ-34437-ORDEQ,STORET-775874224,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100747-1/results/775874224/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20101045-1,2010-11-01,11:15:00,PST,OREGONDEQ-34437-ORDEQ,STORET-1055605106,,,,Perfluoroundecanoic acid,,< 2.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20101045-1/results/1055605106/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
OREGONDEQ,Department of Environmental Quality - State of Oregon,OREGONDEQ-20100658-1,2010-07-26,09:30:00,PST,OREGONDEQ-20196-ORDEQ,STORET-1055589824,,,,Perfluoroundecanoic acid,,< 1.0,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC-MS/MS,OREGONDEQ,LC-MS/MS,,,,DEQ Laboratory and Environmental Assessment Div.,,,,,,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/OREGONDEQ/activities/OREGONDEQ-20100658-1/results/1055589824/resdetectqntlmts,,,,,,STORET,PFUnDA,Perfluoroundecanoic acid,national
